Wort;Positive;Negative;Ekel;Freude;Furcht;Trauer;Überraschung;Verachtung;Wut
herumschleimend;0;0;0;0;0;0;0;1;0
herumspacken;0;0;0;0;0;0;0;1;0
herumspekulieren;0;0;0;0;0;0;0;1;0
herumspinnen;0;0;0;0;0;0;0;1;0
herumspintisieren;0;0;0;0;0;0;0;1;0
herumsumpfen;0;0;0;0;0;0;0;1;0
herumtoben;0;0;0;1;0;0;0;1;1
herumtollen;0;0;0;1;0;0;0;0;0
Herumtreiber;0;0;0;0;0;0;0;1;0
herumwüten;0;0;0;0;0;0;0;1;1
heruntergekommen;0;0;0;0;0;0;0;1;0
herunterkommen;0;0;0;0;0;0;0;1;0
herunterlassen;0;0;0;0;0;0;0;1;0
heruntermachen;0;0;0;0;0;0;0;1;0
herunterputzen;0;0;0;0;0;0;0;1;0
herunterschrauben;0;0;0;0;0;0;0;1;0
heruntersehen;0;0;0;0;0;0;0;1;0
heruntersetzen;0;0;0;0;0;0;0;1;0
herunterspielen;0;0;0;1;0;0;0;1;0
herunterziehen;0;0;0;0;0;1;0;0;0
hervorragend;0;0;0;1;0;0;0;0;0
herzbewegend;0;0;0;0;0;1;0;0;0
Herzensangst;0;0;0;0;1;0;0;0;0
herzergreifend;0;0;0;0;0;1;0;0;0
herzig;0;0;0;1;0;0;0;0;0
Herzklopfen;0;0;0;0;1;0;0;0;0
herzlich;0;0;0;1;0;0;0;0;0
Herzschmerz;0;0;0;0;0;1;0;0;0
Herzweh;0;0;0;0;0;1;0;0;0
herzzerreißend;0;0;0;0;0;1;0;0;0
heuchlerisch;0;0;0;0;0;0;0;1;0
heulen;0;0;0;0;0;1;0;0;1
hibbelig;0;0;0;1;0;0;0;0;0
Hickhack;0;0;0;0;0;0;0;0;1
Highlight;0;0;0;1;0;0;0;0;0
Hilarität;0;0;0;1;0;0;0;0;0
hilflos;0;0;0;0;0;1;0;0;0
Hillbilly;0;0;0;0;0;0;0;1;0
Hilly-Billy;0;0;0;0;0;0;0;1;0
Himbeerbubi;0;0;0;0;0;0;0;1;0
himmeln;0;0;0;0;0;0;0;1;0
himmelschreiend;0;0;0;0;0;0;0;1;0
himmlisch;0;0;0;1;0;0;0;0;0
hinabblicken;0;0;0;0;0;0;0;1;0
hinabsehen;0;0;0;0;0;0;0;1;0
hindern;0;0;0;0;0;0;0;1;0
hineinplatzen;0;0;0;0;0;0;1;0;0
hineinschneien;0;0;0;0;0;0;1;0;0
hinfällig;0;0;0;0;0;0;0;1;0
hinmachen;0;0;0;0;0;0;0;1;0
hinreißend;0;0;0;1;0;0;0;0;0
hinrotzen;0;0;0;0;0;0;0;1;0
hinschmieren;0;0;0;0;0;0;0;1;0
hintenherum;0;0;0;0;0;0;0;1;0
hintenrum;0;0;0;0;0;0;0;1;0
Hinterbacken;0;0;0;0;0;0;0;1;0
hinterfotzig;0;0;0;0;0;0;0;1;0
Hinterfotzigkeit;0;0;0;0;0;0;0;1;0
Hinterhalt;0;0;0;0;1;0;1;0;0
hinterhältig;0;0;0;0;0;0;0;1;0
hinterlistig;0;0;0;0;0;0;0;1;0
Hinterlistigkeit;0;0;0;0;0;0;0;1;0
hinterrücks;0;0;0;0;0;0;0;1;0
hintertrieben;0;0;0;0;0;0;0;1;0
Hinterwäldler;0;0;0;0;0;0;0;1;0
hinterwäldlerisch;0;0;0;0;0;0;0;1;0
hinüber;0;0;0;0;0;0;0;1;0
hinunterblicken;0;0;0;0;0;0;0;1;0
hinunterschauen;0;0;0;0;0;0;0;1;0
hinuntersehen;0;0;0;0;0;0;0;1;0
hinwegfegen;0;0;0;0;0;0;0;0;1
hinweggehen;0;0;0;0;0;0;0;1;0
hinwegrasen;0;0;0;0;0;0;0;0;1
Hiobsbotschaft;0;0;0;0;0;1;1;0;0
Hirni;0;0;0;0;0;0;0;1;0
hirnig;0;0;0;0;0;0;0;1;0
Hirninfarkt;0;0;0;0;0;0;0;1;0
hirnrissig;0;0;0;0;0;0;0;1;0
Hirnrissigkeit;0;0;0;0;0;0;0;1;0
Hirnschlag;0;0;0;0;0;0;0;1;0
hirnverbrannt;0;0;0;0;0;0;0;1;0
Hitzkopf;0;0;0;0;0;0;1;0;1
hitzköpfig;0;0;0;0;0;0;0;0;1
Hochachtung;0;0;0;1;0;0;0;0;0
Hochgefühl;0;0;0;1;0;0;0;0;0
hochgehen;0;0;0;0;0;0;0;0;1
hochgemut;0;0;0;1;0;0;0;0;0
Hochgenuss;0;0;0;1;0;0;0;0;0
hochnehmen;0;0;0;0;0;0;1;0;0
Hochstimmung;0;0;0;1;0;0;0;0;0
hochwürgen;0;0;1;0;0;0;0;0;0
hoffnungsfreudig;0;0;0;1;0;0;0;0;0
hoffnungslos;0;0;0;0;1;1;0;0;0
Hoffnungslosigkeit;0;0;0;0;0;1;0;0;0
hoffnungsvoll;0;0;0;1;0;0;0;0;0
Hofnarr;0;0;0;0;0;0;0;1;0
Hofschranze;0;0;0;0;0;0;0;1;0
högen;0;0;0;1;0;0;0;0;0
Höhepunkt;0;0;0;1;0;0;0;0;0
hohl;0;0;0;0;0;0;0;1;0
Hohlbirne;0;0;0;0;0;0;0;1;0
Hohlfigur;0;0;0;0;0;0;0;1;0
Hohlkopf;0;0;0;0;0;0;0;1;0
Hohn;0;0;0;0;0;0;0;1;0
höhnen;0;0;0;0;0;0;0;1;0
höhnisch;0;0;0;0;0;0;0;1;0
hohnlachen;0;0;0;0;0;0;0;1;0
holdrio;0;0;0;1;0;0;0;0;0
holla;0;0;0;0;0;0;1;0;0
Hölle;0;0;0;0;1;1;0;0;0
Höllenangst;0;0;0;0;1;0;0;0;0
Höllenqual;0;0;0;0;0;1;0;0;0
höllisch;0;0;0;0;1;0;0;1;0
Holzkopf;0;0;0;0;0;0;0;1;0
Honk;0;0;0;0;0;0;0;1;0
hoppala;0;0;0;0;0;0;1;0;0
hoppla;0;0;0;0;0;0;1;0;0
hoppnehmen;0;0;0;0;0;0;1;0;0
hopsgehen;0;0;0;0;0;1;0;1;0
hopsnehmen;0;0;0;0;0;0;1;1;0
Horde;0;0;0;0;0;0;0;1;0
Hornochse;0;0;0;0;0;0;0;1;0
Horribilität;0;0;0;0;1;0;0;0;0
Horror;0;0;1;0;1;0;0;0;0
horrormäßig;0;0;0;0;0;1;0;0;0
Horrormeldung;0;0;0;0;0;1;0;0;0
Horst;0;0;0;0;0;0;0;1;0
Hosenscheißer;0;0;0;0;1;0;0;1;0
hübsch;0;0;0;1;0;0;0;0;0
hudelig;0;0;0;0;0;0;0;1;0
hudeln;0;0;0;0;0;0;0;1;0
hudlig;0;0;0;0;0;0;0;1;0
Hühnerbrust;0;0;0;0;0;0;0;1;0
huldvoll;0;0;0;0;0;0;0;1;0
Humbug;0;0;0;0;0;0;0;1;0
Humor;0;0;0;1;0;0;0;0;0
humorig;0;0;0;1;0;0;0;0;0
humoristisch;0;0;0;1;0;0;0;0;0
humorlos;0;0;0;0;0;1;0;0;0
humorvoll;0;0;0;1;0;0;0;0;0
hundeelend;0;0;0;0;0;1;0;0;0
hundemüde;0;0;0;0;0;1;0;0;0
hundertachtzig;0;0;0;0;0;0;0;0;1
Hundesohn;0;0;0;0;0;0;0;1;0
hundsgemein;0;0;0;0;0;0;0;1;0
hundsmiserabel;0;0;0;0;0;1;0;1;0
Hungerlohn;0;0;0;0;0;0;0;1;0
Hure;0;0;0;0;0;0;0;1;0
Hurenbock;0;0;0;0;0;0;0;1;0
Hurensohn;0;0;0;0;0;0;0;1;0
Hurerei;0;0;0;0;0;0;0;1;0
Hurra;0;0;0;1;0;0;0;0;0
hurtig;0;0;0;0;0;0;1;0;0
hypokritisch;0;0;0;0;0;0;0;1;0
Idiot;0;0;0;0;0;0;0;1;0
Idiotenapostroph;0;0;0;0;0;0;0;1;0
Idiotentest;0;0;0;0;0;0;0;1;0
Idiotie;0;0;0;0;0;0;0;1;0
Idiotin;0;0;0;0;0;0;0;1;0
idiotisch;0;0;0;0;0;0;0;1;0
idiotischerweise;0;0;0;0;0;0;0;1;0
igitt;0;0;1;0;0;0;0;1;0
ignorant;0;0;0;0;0;0;0;1;0
Ignoranz;0;0;0;0;0;0;0;1;0
ignorieren;0;0;0;0;0;0;0;1;0
impertinent;0;0;0;0;0;0;0;1;0
imposant;0;0;0;1;0;0;0;0;0
impulsiv;0;0;0;0;0;0;1;0;1
Indifferenz;0;0;0;0;0;1;0;0;0
Indignation;0;0;0;0;0;0;0;0;1
indigniert;0;0;0;0;0;0;0;0;1
infam;0;0;0;0;0;0;0;1;0
infamieren;0;0;0;0;0;0;0;1;0
infantil;0;0;0;0;0;0;0;1;0
Infantilität;0;0;0;0;0;0;0;1;0
inferior;0;0;0;0;0;0;0;1;0
infernal;0;0;0;0;1;0;0;0;0
infernalisch;0;0;1;0;1;0;0;0;0
Ingrimm;0;0;0;0;0;0;0;0;1
inhaltsleer;0;0;0;0;0;0;0;1;0
Insekt;0;0;1;0;0;0;0;0;0
insultieren;0;0;0;0;0;0;0;1;0
intelligenzgemindert;0;0;0;0;0;0;0;1;0
Interessenlosigkeit;0;0;0;0;0;1;0;0;0
intolerant;0;0;0;0;0;0;0;1;0
intrigant;0;0;0;0;0;0;0;1;0
ironisch;0;0;0;0;0;0;0;1;0
irr;0;0;0;0;0;0;0;1;0
irrational;0;0;0;0;0;0;0;1;0
irre;0;0;0;0;0;0;0;1;0
irre!;0;0;0;0;0;0;1;0;0
irregulär;0;0;0;0;0;0;1;0;0
Irrer;0;0;0;0;0;0;0;1;0
Irritation;0;0;0;0;0;0;0;0;1
irritieren;0;0;0;0;0;0;1;0;1
Irrsinn;0;0;0;0;1;0;0;1;0
irrsinnig;0;0;0;0;0;0;0;1;0
Irrsinniger;0;0;0;0;0;0;0;1;0
Irrwitz;0;0;0;0;0;0;0;1;0
irrwitzig;0;0;0;0;0;0;0;1;0
Isolation;0;0;0;0;0;1;0;0;0
Jagd;0;0;0;0;0;0;0;0;1
jäh;0;0;0;0;0;0;1;0;0
jählings;0;0;0;0;0;0;1;0;0
jährlich;0;0;0;0;0;0;1;0;0
Jähzorn;0;0;0;0;0;0;0;0;1
jähzornig;0;0;0;0;0;0;1;0;1
Jammer;0;0;0;0;0;1;0;0;0
Jammerei;0;0;0;0;0;1;0;0;0
jammeren;0;0;0;0;0;1;0;0;0
Jammeres;0;0;0;0;0;1;0;0;0
jämmerlich;0;0;0;0;0;1;0;1;0
Jammern;0;0;0;0;0;1;0;0;0
jammern;0;0;0;0;1;1;0;0;0
jammerschade;0;0;0;0;0;1;0;0;0
jammervoll;0;0;0;0;1;1;0;1;0
jauchzen;0;0;0;1;0;0;0;0;0
jauchzend;0;0;0;1;0;0;0;0;0
Jauchzer;0;0;0;1;0;0;0;0;0
Jeck;0;0;0;0;0;0;0;1;0
jeck;0;0;0;0;0;0;0;1;0
johlen;0;0;0;1;0;0;0;0;0
jovial;0;0;0;1;0;0;0;0;0
Jubel;0;0;0;1;0;0;0;0;0
jubeln;0;0;0;1;0;0;0;0;0
jubelnd;0;0;0;1;0;0;0;0;0
Jubelstimmung;0;0;0;1;0;0;0;0;0
jubilieren;0;0;0;1;0;0;0;0;0
juchhe;0;0;0;1;0;0;0;0;0
juchzen;0;0;0;1;0;0;0;0;0
Juchzer;0;0;0;1;0;0;0;0;0
Juckflechte;0;0;1;0;0;0;0;0;0
judihui;0;0;0;1;0;0;0;0;0
juhu;0;0;0;1;0;0;0;0;0
juxen;0;0;0;1;0;0;0;1;0
Kacke;0;0;1;0;0;0;0;1;0
Kacke!;0;0;0;0;1;0;1;0;0
kackendreist;0;0;0;0;0;0;0;1;0
kackfrech;0;0;0;0;0;0;0;1;0
Kackstiefel;0;0;0;0;0;0;0;1;0
Kackstuhl;0;0;0;0;0;0;0;1;0
Kaffeesatzleserei;0;0;0;0;0;0;0;1;0
Kaffeetante;0;0;0;0;0;0;0;1;0
Kalauer;0;0;0;0;0;0;0;1;0
Kamel;0;0;0;0;0;0;0;1;0
Kampf;0;0;0;0;1;0;0;0;0
Kämpfer;0;0;0;0;1;0;0;0;0
Kanaille;0;0;0;0;0;0;0;1;0
Kanaken;0;0;0;0;0;0;0;1;0
Kanalisation;0;0;1;0;0;0;0;0;0
Kannibale;0;0;1;0;0;0;0;0;0
Kannibalismus;0;0;1;0;0;0;0;0;0
Kanone;0;0;0;0;0;0;1;0;0
kapern;0;0;0;0;0;0;1;0;0
Kapitulation;0;0;0;0;0;1;0;0;0
Kapostroph;0;0;0;0;0;0;0;1;0
Kappes;0;0;0;0;0;0;0;1;0
kaputt;0;0;0;0;0;0;0;1;0
kaputtmachen;0;0;0;0;0;0;0;0;1
Karbunkel;0;0;1;0;0;0;0;0;0
karg;0;0;0;0;0;1;0;1;0
kärglich;0;0;0;0;0;0;0;1;0
Karies;0;0;1;0;0;0;0;0;0
karitativ;0;0;0;1;0;0;0;0;0
Karzinom;0;0;0;0;1;0;0;0;0
käseweiß;0;0;0;0;1;0;0;0;0
Kasper;0;0;0;0;0;0;0;1;0
Kasperkopf;0;0;0;0;0;0;0;1;0
Kasperletheater;0;0;0;0;0;0;0;1;0
katastrophal;0;0;0;0;1;0;0;0;1
Katastrophe;0;0;0;0;1;1;1;0;1
Kathedrale;0;0;0;1;0;0;0;0;0
Katzenjammer;0;0;0;0;0;1;0;0;0
Kauz;0;0;0;0;0;0;0;1;0
Kaventsmann;0;0;0;0;0;0;0;1;0
keck;0;0;0;0;0;0;0;1;0
Keckheit;0;0;0;0;0;1;0;0;0
kess;0;0;0;0;0;0;0;1;0
kieken;0;0;0;0;0;0;0;1;0
Kindchen;0;0;0;0;0;0;0;1;0
Kindereien;0;0;0;0;0;0;0;1;0
kindhaft;0;0;0;0;0;0;0;1;0
kindisch;0;0;0;0;0;0;0;1;0
kindlich;0;0;0;0;0;0;0;1;0
kindsköpfig;0;0;0;0;0;0;0;1;0
Kitsch;0;0;0;0;0;0;0;1;0
kitschig;0;0;0;0;0;0;0;1;0
Kitschroman;0;0;0;0;0;0;0;1;0
Klage;0;0;0;0;0;1;0;0;0
Klagegedicht;0;0;0;0;0;1;0;0;0
Klagelied;0;0;0;0;0;1;0;0;0
klagen;0;0;0;0;0;1;0;0;0
kläglich;0;0;0;0;1;1;0;1;0
Klamauk;0;0;0;1;0;0;0;1;0
klapperdürr;0;0;0;0;0;0;0;1;0
klapprig;0;0;0;0;0;0;0;1;0
Klappspaten;0;0;0;0;0;0;0;1;0
Klapse;0;0;0;0;0;0;0;1;0
Klapsmühle;0;0;0;0;0;0;0;1;0
klasse;0;0;0;1;0;0;0;0;0
Klatsche;0;0;0;0;0;0;0;1;0
Klaustrophobie;0;0;0;0;1;0;0;0;0
klaustrophobisch;0;0;0;0;1;0;0;0;0
Kleckerkram;0;0;0;0;0;0;0;1;0
Kleiner;0;0;0;0;0;0;0;1;0
Kleines;0;0;0;0;0;0;0;1;0
Kleingeist;0;0;0;0;0;0;0;1;0
kleingeistig;0;0;0;0;0;0;0;1;0
kleinkariert;0;0;0;0;0;0;0;1;0
Kleinkram;0;0;0;0;0;0;0;1;0
kleinkriegen;0;0;0;0;0;0;0;1;0
Kleinkrimineller;0;0;0;0;0;0;0;1;0
kleinlich;0;0;0;0;0;0;0;1;0
Kleinmut;0;0;0;0;1;0;0;0;0
kleinmütig;0;0;0;0;0;0;0;1;0
Klimax;0;0;0;1;0;0;0;0;0
Klinsch;0;0;0;0;0;0;0;0;1
Klischee;0;0;0;0;0;0;0;1;0
Klugscheißer;0;0;0;0;0;0;0;1;0
Klugschnacker;0;0;0;0;0;0;0;1;0
klüngeln;0;0;0;0;0;0;0;1;0
Knacki;0;0;0;0;0;0;0;1;0
Knall;0;0;0;0;0;0;1;0;0
knallbunt;0;0;0;0;0;0;0;1;0
Knallcharge;0;0;0;0;0;0;0;1;0
knallebunt;0;0;0;0;0;0;0;1;0
Knalleffekt;0;0;0;0;0;0;1;0;0
Knaller;0;0;0;1;0;0;1;0;0
Knallerpreis;0;0;0;1;0;0;0;1;0
Knallidiot;0;0;0;0;0;0;0;1;0
knallig;0;0;0;0;0;0;0;1;0
Knallkopf;0;0;0;0;0;0;0;1;0
Knallschote;0;0;0;0;0;0;0;1;0
Knalltüte;0;0;0;0;0;0;0;1;0
Knasti;0;0;0;0;0;0;0;1;0
Knatsch;0;0;0;0;0;0;0;0;1
knatschig;0;0;0;0;0;1;0;1;0
Knauser;0;0;0;0;0;0;0;1;0
Knauserei;0;0;0;0;0;0;0;1;0
Knauserer;0;0;0;0;0;0;0;1;0
Knauserigkeit;0;0;0;0;0;0;0;1;0
knausrig;0;0;0;0;0;0;0;1;0
Knecht;0;0;0;0;0;0;0;1;0
kneifen;0;0;0;0;1;0;0;0;0
Kneipenkaiser;0;0;0;0;0;0;0;1;0
Knickerigkeit;0;0;0;0;0;0;0;1;0
Knilch;0;0;0;0;0;0;0;1;0
Knirps;0;0;0;0;0;0;0;1;0
knispeln;0;0;0;0;0;0;0;1;0
knochendürr;0;0;0;0;0;0;0;1;0
Knülch;0;0;0;0;0;0;0;1;0
Knüller;0;0;0;1;0;0;1;0;0
knurren;0;0;0;0;0;0;0;0;1
knurrig;0;0;0;0;0;1;0;0;0
Kobold;0;0;0;0;0;0;0;1;0
kodderig;0;0;0;0;0;0;0;1;0
Kodderschnauze;0;0;0;0;0;0;0;1;0
koddrig;0;0;0;0;0;0;0;1;0
Koinzidenz;0;0;0;0;0;0;1;0;0
Kokolores;0;0;0;0;0;0;0;1;0
Koller;0;0;0;0;0;0;0;0;1
Komik;0;0;0;1;0;0;0;0;0
Komiker;0;0;0;1;0;0;0;1;0
komisch;0;0;0;1;0;0;0;0;0
Kompliment;0;0;0;0;0;0;1;0;0
Kompromittierung;0;0;0;0;0;0;0;1;0
Kondolenzschreiben;0;0;0;0;0;1;0;0;0
Konflikt;0;0;0;0;1;0;0;0;0
Konflikte;0;0;0;0;0;0;0;0;1
konformistisch;0;0;0;0;0;0;0;1;0
konfus;0;0;0;0;0;0;0;1;0
Konkurs;0;0;0;0;1;0;0;0;0
Konsternation;0;0;0;0;1;0;1;0;0
konsternieren;0;0;0;0;0;0;1;0;0
konsterniert;0;0;0;0;0;0;1;0;0
kontaktarm;0;0;0;0;0;1;0;0;0
kontaktlos;0;0;0;0;0;1;0;0;0
Kontamination;0;0;0;0;1;0;0;0;0
Kontenance;0;0;0;0;0;1;0;0;0
Konvivialität;0;0;0;1;0;0;0;0;0
köstlich;0;0;0;1;0;0;0;0;0
Kot;0;0;1;0;0;0;0;0;0
Köter;0;0;0;0;0;0;0;1;0
Kotzbrocken;0;0;0;0;0;0;0;1;0
kotzbrockig;0;0;0;0;0;0;0;1;0
Kotzen;0;0;1;0;0;0;0;0;0
kotzen;0;0;1;0;0;0;0;0;0
kotzübel;0;0;1;0;0;0;0;1;0
Krach;0;0;0;0;0;0;0;0;1
Kracher;0;0;0;1;0;0;1;0;0
kraftlos;0;0;0;0;0;1;0;0;0
kraftraubend;0;0;0;0;0;1;0;0;0
kraftzehrend;0;0;0;0;0;1;0;0;0
Krakeeler;0;0;0;0;0;0;0;1;0
krämerhaft;0;0;0;0;0;0;0;1;0
krämerisch;0;0;0;0;0;0;0;1;0
kränken;0;0;0;0;0;1;0;0;0
kränkend;0;0;0;0;0;0;0;1;0
Krankenhaus;0;0;0;0;1;0;0;0;0
Krankheit;0;0;0;0;0;1;0;0;0
kränklich;0;0;0;0;0;1;0;1;0
Kränkung;0;0;0;0;0;1;0;0;0
krass!;0;0;0;0;0;0;1;0;0
kratzfüßig;0;0;0;0;0;0;0;1;0
Krawall;0;0;0;0;1;0;0;0;1
Kreatur;0;0;0;0;1;0;0;1;0
Krebs;0;0;1;0;1;1;0;0;0
krepieren;0;0;0;0;0;0;0;1;0
Kretin;0;0;0;0;0;0;0;1;0
Kreuzesweg;0;0;0;0;0;1;0;0;0
Kreuzzug;0;0;0;0;1;0;0;0;0
Kriecher;0;0;0;0;0;0;0;1;0
Kriecherei;0;0;0;0;0;0;0;1;0
Kriminalität;0;0;0;0;1;0;0;0;0
Krise;0;0;0;0;0;1;0;0;0
Krisis;0;0;0;0;0;1;0;0;0
Kritik;0;0;0;0;0;1;0;0;0
kritiklos;0;0;0;0;0;0;0;1;0
kritisieren;0;0;0;0;0;0;0;1;0
Krönung;0;0;0;1;0;0;0;0;0
Kroppzeug;0;0;0;0;0;0;0;1;0
Krücke;0;0;0;0;0;0;0;1;0
Krümelkacker;0;0;0;0;0;0;0;1;0
Krüppel;0;0;0;0;1;1;0;0;0
Kruzitürken!;0;0;0;0;0;0;1;1;0
Kujon;0;0;0;0;0;0;0;1;0
Kummer;0;0;0;0;0;1;0;0;0
kümmerlich;0;0;0;0;0;1;0;1;0
kümmerliche;0;0;0;0;0;0;0;1;0
Kümmerling;0;0;0;0;0;0;0;1;0
kummervoll;0;0;0;0;0;1;0;0;0
Kündigung;0;0;0;0;1;0;0;0;0
Kurtisane;0;0;0;0;0;0;0;1;0
kurzsichtig;0;0;0;0;0;0;0;1;0
Kurzweil;0;0;0;1;0;0;0;0;0
labberig;0;0;1;0;0;0;0;0;0
Laberarsch;0;0;0;0;0;0;0;1;0
Laberbacke;0;0;0;0;0;0;0;1;0
Laberkopf;0;0;0;0;0;0;0;1;0
Laberkopp;0;0;0;0;0;0;0;1;0
labern;0;0;0;0;0;0;0;1;0
Labertasche;0;0;0;0;0;0;0;1;0
Lachanfall;0;0;0;1;0;0;0;0;0
lächeln;0;0;0;1;0;0;0;0;0
Lachen;0;0;0;1;0;0;1;0;0
lachen;0;0;0;1;0;0;0;0;0
Lacher;0;0;0;1;0;0;0;0;0
Lacherfolg;0;0;0;1;0;0;0;0;0
lächerlich;0;0;0;0;0;0;0;1;0
Lachflash;0;0;0;1;0;0;0;0;0
lachhaft;0;0;0;0;0;0;0;1;1
Lachkrampf;0;0;0;1;0;0;0;0;0
Lachlust;0;0;0;1;0;0;0;0;0
Lachnummer;0;0;0;0;0;0;0;1;0
lackmeiern;0;0;0;0;0;0;0;1;0
lädieren;0;0;0;0;0;0;0;0;1
lahm;0;0;0;0;0;0;0;1;0
Lahmarsch;0;0;0;0;0;0;0;1;0
Lakai;0;0;0;0;0;0;0;1;0
Lakaienregierung;0;0;0;0;0;0;0;1;0
Lamento;0;0;0;0;0;1;0;0;0
landläufig;0;0;0;0;0;0;0;1;0
Landstreicher;0;0;0;0;0;0;0;1;0
langatmig;0;0;0;0;0;0;0;1;0
Langeweile;0;0;0;0;0;1;0;0;0
Langweile;0;0;0;0;0;1;0;0;0
langweilig;0;0;0;0;0;1;0;1;0
Lappalie;0;0;0;0;0;0;0;1;0
Lappen;0;0;0;0;0;0;0;1;0
läppisch;0;0;0;0;0;0;0;1;0
Lärmerei;0;0;0;0;0;0;0;1;0
lasch;0;0;0;0;0;0;0;1;0
Lasterhöhle;0;0;0;0;0;0;0;1;0
lästerlich;0;0;0;0;0;0;0;1;0
lästern;0;0;0;0;0;0;0;1;0
lästernd;0;0;0;0;0;0;0;1;0
lästig;0;0;0;0;0;0;0;1;1
Lästigkeit;0;0;0;0;0;0;0;0;1
lasziv;0;0;0;0;0;0;0;1;0
Latrine;0;0;0;0;0;0;0;1;0
latschen;0;0;0;0;0;0;0;1;0
Laufbursche;0;0;0;0;0;0;0;1;0
launisch;0;0;0;0;0;0;0;1;0
Laus;0;0;1;0;0;0;0;0;0
Lausbub;0;0;0;0;0;0;0;1;0
Lausbube;0;0;0;0;0;0;0;1;0
Lauschepper;0;0;0;0;0;0;0;1;0
Lausebengel;0;0;0;0;0;0;0;1;0
Lauser;0;0;0;0;0;0;0;1;0
lausig;0;0;1;0;0;0;0;1;0
Lawine;0;0;0;0;0;0;1;0;0
lax;0;0;0;0;0;0;0;1;0
Lebensfreude;0;0;0;1;0;0;0;0;0
lebensfroh;0;0;0;1;0;0;0;0;0
Lebenslust;0;0;0;1;0;0;0;0;0
lebenslustig;0;0;0;1;0;0;0;0;0
Lebensverneinung;0;0;0;0;0;1;0;0;0
Lebewohl;0;0;0;0;0;1;0;0;0
lebhaft;0;0;0;1;0;0;0;0;0
Leck-mich-am-Arsch-Einstellung;0;0;0;0;0;0;0;1;0
Leerformel;0;0;0;0;0;0;0;1;0
Leerzeiger;0;0;0;0;0;0;0;1;0
leichtfertig;0;0;0;0;0;0;0;1;0
Leichtfuß;0;0;0;0;0;0;0;1;0
leichtgläubig;0;0;0;0;0;0;0;1;0
leichthin;0;0;0;0;0;0;0;1;0
leichtnehmen;0;0;0;0;0;0;0;1;0
leichtsinnig;0;0;0;0;0;0;0;1;0
Leid;0;0;0;0;0;1;0;0;0
Leiden;0;0;0;0;0;1;0;0;0
leiden;0;0;0;0;0;1;0;0;0
Leidensbereitschaft;0;0;0;0;0;1;0;0;0
Leidenschaft;0;0;0;0;0;1;0;0;0
Leidenschaftslosigkeit;0;0;0;0;0;1;0;0;0
Leidensgefährte;0;0;0;0;0;1;0;0;0
Leidensgenosse;0;0;0;0;0;1;0;0;0
Leidensgeschichte;0;0;0;0;0;1;0;0;0
leider;0;0;0;0;0;1;0;0;0
Leidtragender;0;0;0;0;0;1;0;0;0
leidvoll;0;0;0;0;0;1;0;0;0
Leidwesen;0;0;0;0;0;1;0;0;0
leistungsschwach;0;0;0;0;0;0;0;1;0
lernbehindert;0;0;0;0;0;0;0;1;0
lernschwach;0;0;0;0;0;0;0;1;0
Lethargie;0;0;0;0;0;1;0;0;0
letztklassig;0;0;0;0;0;0;0;1;0
leutselig;0;0;0;1;0;0;0;0;0
Leyden;0;0;0;0;0;1;0;0;0
Liebchen;0;0;0;1;0;0;0;0;0
Liebe;0;0;0;1;0;0;0;0;0
liebedienerisch;0;0;0;0;0;0;0;1;0
liebenswert;0;0;0;1;0;0;0;0;0
liebenswürdig;0;0;0;1;0;0;0;0;0
Liebenswürdigkeit;0;0;0;1;0;0;0;0;0
Liebeskummer;0;0;0;0;0;1;0;0;0
Liebesleid;0;0;0;0;0;1;0;0;0
Liebesnöte;0;0;0;0;0;1;0;0;0
Liebespein;0;0;0;0;0;1;0;0;0
Liebesqual;0;0;0;0;0;1;0;0;0
Liebesschmerz;0;0;0;0;0;1;0;0;0
Lieblichkeit;0;0;0;1;0;0;0;0;0
Liebling;0;0;0;1;0;0;0;0;0
Lieblingsessen;0;0;0;1;0;0;0;0;0
Lieblingsgericht;0;0;0;1;0;0;0;0;0
Lieblingsspeise;0;0;0;1;0;0;0;0;0
Lieblingsstück;0;0;0;1;0;0;0;0;0
Lieblingsthema;0;0;0;1;0;0;0;0;0
liederlich;0;0;0;0;0;0;0;1;0
link;0;0;0;0;0;0;0;1;0
linken;0;0;0;0;0;0;0;1;0
linkisch;0;0;0;0;0;0;0;1;0
links;0;0;0;0;0;0;0;1;0
Lippenbekenntnis;0;0;0;0;0;0;0;1;0
listig;0;0;0;0;0;0;0;1;0
Lob;0;0;0;1;0;0;0;0;0
loben;0;0;0;1;0;0;0;0;0
Lobestirade;0;0;0;1;0;0;0;0;0
Lobgesang;0;0;0;1;0;0;0;0;0
Lobhudelei;0;0;0;1;0;0;0;0;0
Loblied;0;0;0;1;0;0;0;0;0
Lobtirade;0;0;0;1;0;0;0;0;0
Lorbeeren;0;0;0;1;0;0;0;0;0
lückenhaft;0;0;0;0;0;0;0;1;0
Luftikus;0;0;0;0;0;0;0;1;0
Lulli;0;0;0;0;0;0;0;1;0
Lümmel;0;0;0;0;0;0;0;1;0
Lump;0;0;0;0;0;0;0;1;0
Lumpen;0;0;1;0;0;0;0;1;0
Lumpenhund;0;0;1;0;0;0;0;0;0
Lumpenkerl;0;0;1;0;0;0;0;0;0
Lumpenpack;0;0;0;0;0;0;0;1;0
Lumpenproletariat;0;0;0;0;0;0;0;1;0
lumpig;0;0;0;0;0;0;0;1;0
