Wort;Positive;Negative;Ekel;Freude;Furcht;Trauer;Überraschung;Verachtung;Wut
Blinddarm;0;0;0;0;1;0;0;0;0
Blindgänger;0;0;0;0;0;0;0;1;0
blindwütig;0;0;0;0;0;0;0;0;1
Blitzaktion;0;0;0;0;0;0;1;0;0
Blitzbirne;0;0;0;0;0;0;0;1;0
Blockade;0;0;0;0;1;0;0;0;0
blöd;0;0;0;0;0;0;0;1;0
blöde;0;0;0;0;0;0;0;1;0
Blödel;0;0;0;0;0;0;0;1;0
Blödelei;0;0;0;0;0;0;0;1;0
blödeln;0;0;0;1;0;0;0;1;0
blöderweise;0;0;0;0;0;0;0;1;0
Blödheit;0;0;0;0;0;0;0;1;0
Blödi;0;0;0;0;0;0;0;1;0
Blödian;0;0;0;0;0;0;0;1;0
Blödmann;0;0;0;0;0;0;0;1;0
Blödsinn;0;0;0;0;0;0;0;1;0
blödsinnig;0;0;0;0;0;0;0;1;0
Bloßlegung;0;0;0;0;0;0;0;1;0
bloßstellen;0;0;0;0;0;0;0;1;0
Bloßstellung;0;0;0;0;0;1;0;1;0
Bluff;0;0;0;0;0;0;0;1;0
Blüte;0;0;0;1;0;0;0;0;0
Bluthund;0;0;0;0;1;0;0;0;0
Blutrache;0;0;0;0;0;0;0;0;1
Blutungen;0;0;0;0;1;0;0;0;0
Blutvergießen;0;0;0;0;1;1;0;0;0
Bockmist;0;0;0;0;0;0;0;1;0
bodenlos;0;0;0;0;0;0;0;1;0
Bodensatz;0;0;0;0;0;0;0;1;0
Bohei;0;0;0;0;0;0;0;1;0
bombastisch;0;0;0;1;0;0;1;0;0
Bombe;0;0;0;0;1;0;0;0;0
bombig;0;0;0;1;0;0;0;0;0
Bonanza;0;0;0;1;0;0;0;0;0
bonbonfarben;0;0;0;0;0;0;0;1;0
Bordsteinschwalbe;0;0;0;0;0;0;0;1;0
borniert;0;0;0;0;0;0;0;1;0
bösartig;0;0;0;0;0;0;0;1;1
böse;0;0;0;0;0;0;0;0;1
boshaft;0;0;0;0;0;0;0;0;1
Boshaftigkeit;0;0;0;0;0;0;0;1;0
bosseln;0;0;0;0;0;0;0;1;0
böswillig;0;0;0;0;0;0;0;0;1
Bouquet;0;0;0;1;0;0;0;0;0
Brandstiftung;0;0;0;0;1;0;0;0;0
brausen;0;0;0;0;0;0;0;0;1
Braut;0;0;0;1;0;0;0;0;0
Bräutigam;0;0;0;1;0;0;0;0;0
Brautjungfer;0;0;0;1;0;0;0;0;0
brechen;0;0;1;0;0;0;0;0;0
Brechreiz;0;0;1;0;0;0;0;0;0
Bremser;0;0;0;0;0;1;0;0;0
brillant;0;0;0;1;0;0;1;0;0
brilliant;0;0;0;1;0;0;0;0;0
brüderlich;0;0;0;1;0;0;0;0;0
Brühe;0;0;1;0;0;0;0;0;0
Brüller;0;0;0;1;0;0;1;0;0
Brummer;0;0;0;0;0;0;0;1;0
brummig;0;0;0;0;0;1;0;0;1
brüsk;0;0;0;0;0;0;1;0;0
brüskieren;0;0;0;0;0;0;0;0;1
Brut;0;0;0;0;0;0;0;1;0
brutal;0;0;0;0;0;0;1;0;1
Brutalität;0;0;0;0;1;0;0;0;0
Brutalo;0;0;0;0;0;0;0;1;0
Brutparasit;0;0;0;0;0;0;0;1;0
Brutschmarotzer;0;0;0;0;0;0;0;1;0
Brutstätte;0;0;0;0;0;0;0;1;0
Buddy;0;0;0;1;0;0;0;0;0
Buh-Ruf;0;0;0;0;0;0;0;1;0
Buhei;0;0;0;0;0;0;0;1;0
Buhmann;0;0;0;0;0;0;0;1;0
Buhruf;0;0;0;0;0;0;0;1;0
Bukligger;0;0;0;0;0;0;0;1;0
Bullenhitze;0;0;0;0;0;0;0;1;0
Bullshit;0;0;0;0;0;0;0;1;0
Bummelant;0;0;0;0;0;0;0;1;0
bummeln;0;0;0;0;0;0;0;1;0
Bummler;0;0;0;0;0;0;0;1;0
Burner;0;0;0;1;0;0;0;0;0
Burnout;0;0;0;0;0;1;0;0;0
Bürschchen;0;0;0;0;0;0;0;1;0
Bußfertigkeit;0;0;0;0;0;1;0;0;0
Canaille;0;0;0;0;0;0;0;1;0
caramba!;0;0;0;0;0;0;1;0;0
Casanova;0;0;0;0;0;0;0;1;0
Champion;0;0;0;1;0;0;0;0;0
chancenlos;0;0;0;0;0;1;0;0;0
Chaos;0;0;0;0;1;0;0;0;0
chaotisch;0;0;0;0;0;0;1;0;0
chaotisieren;0;0;0;0;0;0;1;0;0
charakterlos;0;0;0;0;0;0;0;1;0
Charisma;0;0;0;1;0;0;0;0;0
charismatisch;0;0;0;1;0;0;0;0;0
charmant;0;0;0;1;0;0;0;0;0
Chauvi;0;0;0;0;0;0;0;1;0
Chauvinist;0;0;0;0;0;0;0;1;0
Chimäre;0;0;0;0;1;0;0;1;0
Cholera;0;0;1;0;1;1;0;0;0
cholerisch;0;0;0;0;0;0;1;0;1
Clinch;0;0;0;0;0;0;0;0;1
Clochard;0;0;0;0;0;0;0;1;0
Clou;0;0;0;1;0;0;0;0;0
Clown;0;0;0;0;0;0;0;1;0
Cyanid;0;0;0;0;1;0;0;0;0
daherplappern;0;0;0;0;0;0;0;1;0
daherreden;0;0;0;0;0;0;0;1;0
dahingegangen;0;0;0;0;0;1;0;0;0
dahingehen;0;0;0;0;0;1;0;0;0
dahinscheiden;0;0;0;0;0;1;0;0;0
dalli;0;0;0;0;0;0;1;0;0
Dämlack;0;0;0;0;0;0;0;1;0
dämlich;0;0;0;0;0;0;0;1;0
Dämon;0;0;0;0;1;1;0;0;0
dämonisch;0;0;0;0;1;0;0;0;0
dämonisieren;0;0;0;0;1;0;0;0;0
Dämonisierung;0;0;0;0;1;0;0;0;0
Dämpfer;0;0;0;0;0;1;0;0;0
Dämpfern;0;0;0;0;0;1;0;0;0
Dämpfers;0;0;0;0;0;1;0;0;0
Dampfplauderer;0;0;0;0;0;0;0;1;0
Dampfwalze;0;0;0;0;0;0;0;1;0
Darbietung;0;0;0;0;0;0;0;1;0
Darm;0;0;1;0;0;0;0;0;0
Dauerquassler;0;0;0;0;0;0;0;1;0
davongehen;0;0;0;0;0;1;0;0;0
Deal;0;0;0;0;0;0;1;0;0
Debakel;0;0;0;0;1;1;0;0;1
debil;0;0;0;0;0;0;0;1;0
Debiler;0;0;0;0;0;0;0;1;0
Debütant;0;0;0;0;0;0;0;1;0
decouragieren;0;0;0;0;0;1;0;0;0
Defaitismus;0;0;0;0;0;1;0;0;0
Defaitist;0;0;0;0;0;1;0;0;0
defaitistisch;0;0;0;0;0;1;0;0;0
Defätismus;0;0;0;0;0;1;0;0;0
Defätist;0;0;0;0;0;1;0;0;0
defätistisch;0;0;0;0;0;1;0;0;0
Defizit;0;0;0;0;0;1;0;0;0
Degout;0;0;1;0;0;0;0;0;0
degoutant;0;0;1;0;0;0;0;0;0
degoutieren;0;0;1;0;0;0;0;0;0
deklassieren;0;0;0;0;0;0;0;1;0
Demenz;0;0;0;0;1;1;0;0;0
demoralisieren;0;0;0;0;0;1;0;0;0
demotivieren;0;0;0;0;0;1;0;0;0
demütig;0;0;0;0;0;0;0;1;0
demütigen;0;0;0;0;0;0;0;1;0
demütigend;0;0;0;0;0;0;0;1;0
Demütigung;0;0;0;0;0;0;0;1;0
Denkzwerg;0;0;0;0;0;0;0;1;0
Depp;0;0;0;0;0;0;0;1;0
Deppenapostroph;0;0;0;0;0;0;0;1;0
Depperltest;0;0;0;0;0;0;0;1;0
deppert;0;0;0;0;0;0;0;1;0
Depression;0;0;0;0;0;1;0;0;0
Depressionen;0;0;0;0;0;1;0;0;0
depressiv;0;0;0;0;0;1;0;0;0
Depressivität;0;0;0;0;0;1;0;0;0
depri;0;0;0;0;0;1;0;0;0
deprimieren;0;0;0;0;0;1;0;0;0
deprimierend;0;0;0;0;0;1;0;0;0
deprimiert;0;0;0;0;0;1;0;0;0
Desaster;0;0;0;0;0;1;0;0;1
Desillusion;0;0;0;0;0;1;0;0;0
Desinteresse;0;0;0;0;0;1;0;0;0
desolat;0;0;0;0;0;1;0;1;0
Desorientierung;0;0;0;0;0;1;0;0;0
despektieren;0;0;0;0;0;0;0;1;0
despektierlich;0;0;0;0;0;0;0;1;0
Despektion;0;0;0;0;0;0;0;1;0
Desperado;0;0;0;0;0;1;0;0;0
devastieren;0;0;0;0;0;0;0;1;0
Dezimierung;0;0;0;0;0;0;0;1;0
dick;0;0;0;0;0;0;0;1;0
dickbäuchig;0;0;0;0;0;0;0;1;0
Dicke;0;0;0;0;0;0;0;1;0
Dicker;0;0;0;0;0;0;0;1;0
Dickerchen;0;0;0;0;0;0;0;1;0
dickköpfig;0;0;0;0;0;0;0;1;0
Dickköpfigkeit;0;0;0;0;0;0;0;1;0
dickleibig;0;0;0;0;0;0;0;1;0
Dickmadam;0;0;0;0;0;0;0;1;0
Dickwanst;0;0;0;0;0;0;0;1;0
Diffamation;0;0;0;0;0;0;0;1;0
Diffamie;0;0;0;0;0;0;0;1;0
diffamieren;0;0;0;0;0;0;0;1;0
diffamierend;0;0;0;0;0;0;0;1;0
Diffamierung;0;0;0;0;1;0;0;1;0
Dilemma;0;0;0;0;0;1;0;0;0
Dilettant;0;0;0;0;0;0;0;1;0
Dilettantismus;0;0;0;0;0;0;0;1;0
Dirne;0;0;0;0;0;0;0;1;0
diskreditieren;0;0;0;0;0;0;0;1;0
Diskreditierung;0;0;0;0;0;1;0;0;0
diskriminieren;0;0;0;0;0;0;0;1;0
Diskriminierung;0;0;0;0;0;0;0;1;0
dissen;0;0;0;0;0;0;0;1;0
Dödel;0;0;0;0;0;0;0;1;0
Dolch;0;0;0;0;1;0;0;0;0
doll;0;0;0;1;0;0;0;0;0
Dolm;0;0;0;0;0;0;0;1;0
Donnerlittchen!;0;0;0;0;0;0;1;0;0
Donnerwetter!;0;0;0;0;0;0;1;0;0
doof;0;0;0;0;0;0;0;1;0
doof,doofe;0;0;0;0;0;0;0;1;0
Doofheit;0;0;0;0;0;0;0;1;0
doppelzüngig;0;0;0;0;0;0;0;1;0
Dorfdepp;0;0;0;0;0;0;0;1;0
Dorfmatratze;0;0;0;0;0;0;0;1;0
Dorftrampel;0;0;0;0;0;0;0;1;0
Dorftrottel;0;0;0;0;0;0;0;1;0
Dornenweg;0;0;0;0;0;1;0;0;0
Dösbaddel;0;0;0;0;0;0;0;1;0
down;0;0;0;0;0;0;0;1;0
drall;0;0;0;0;0;0;0;1;0
drängeln;0;0;0;0;0;0;0;1;0
drängelnd;0;0;0;0;0;0;0;1;0
Drangsal;0;0;0;0;0;1;0;0;0
drastisch;0;0;0;0;0;0;1;0;0
Dreck;0;0;0;0;0;0;0;1;0
Dreckbude;0;0;0;0;0;0;0;1;0
dreckig;0;0;1;0;0;0;0;1;0
Dreckloch;0;0;0;0;0;0;0;1;0
Drecksack;0;0;0;0;0;0;0;1;0
Dreckschwein;0;0;0;0;0;0;0;1;0
Drecksfinger;0;0;0;0;0;0;0;1;0
Dreckskerl;0;0;0;0;0;0;0;1;0
Dreckspatz;0;0;0;0;0;0;0;1;0
Dreikäsehoch;0;0;0;0;0;0;0;1;0
dreist;0;0;0;0;0;0;1;1;0
Dreistigkeit;0;0;0;0;0;0;0;1;0
dringend;0;0;0;0;0;0;1;0;0
Driss;0;0;0;0;0;0;0;1;0
drittklassig;0;0;0;0;0;0;0;1;0
dröge;0;0;0;0;0;0;0;1;0
drohen;0;0;0;0;1;0;0;0;0
drohend;0;0;0;0;1;0;0;0;0
Drohung;0;0;0;0;1;0;0;0;0
Drückeberger;0;0;0;0;0;0;0;1;0
Drückebergerei;0;0;0;0;0;0;0;1;0
Duckmäuser;0;0;0;0;1;0;0;1;0
duckmäuserisch;0;0;0;0;0;0;0;1;0
duhne;0;0;0;0;0;0;0;1;0
Dulli;0;0;0;0;0;0;0;1;0
dumm;0;0;0;0;0;0;0;1;0
Dummbart;0;0;0;0;0;0;0;1;0
Dummbartel;0;0;0;0;0;0;0;1;0
Dummchen;0;0;0;0;0;0;0;1;0
dummdreist;0;0;0;0;0;0;0;1;0
dümmer;0;0;0;0;0;0;0;1;0
Dummerchen;0;0;0;0;0;0;0;1;0
Dummerjan;0;0;0;0;0;0;0;1;0
dummerweise;0;0;0;0;0;0;0;1;0
Dummheit;0;0;0;0;0;0;0;1;0
Dummkopf;0;0;0;0;0;0;0;1;0
dümmlich;0;0;0;0;0;0;0;1;0
Dummquatscher;0;0;0;0;0;0;0;1;0
Dummrian;0;0;0;0;0;0;0;1;0
Dummschwätzer;0;0;0;0;0;0;0;1;0
Dumpfbacke;0;0;0;0;0;0;0;1;0
Dumping;0;0;0;0;0;0;0;1;0
dunkel;0;0;0;0;1;0;0;0;0
dünkelhaft;0;0;0;0;0;0;0;1;0
Dunkelheit;0;0;0;0;1;0;0;0;0
durchdrehen;0;0;0;0;0;0;0;1;1
durcheinander;0;0;0;0;0;0;1;0;0
Durchfall;0;0;1;0;0;0;0;0;0
durchgedreht;0;0;0;0;0;0;0;1;0
durchgeknallt;0;0;0;0;0;0;1;1;0
durchschnittlich;0;0;0;0;0;0;0;1;0
durchtrieben;0;0;0;0;0;0;0;1;0
durchwachsen;0;0;0;0;0;0;0;1;0
Dussel;0;0;0;0;0;0;0;1;0
dusselig;0;0;0;0;0;0;0;1;0
düster;0;0;0;0;0;1;0;0;0
Düsternis;0;0;0;0;0;1;0;0;0
Düsternise;0;0;0;0;0;1;0;0;0
Düsternisen;0;0;0;0;0;1;0;0;0
Dutzendware;0;0;0;0;0;0;0;1;0
Dysphorie;0;0;0;0;0;1;0;0;0
Dystopie;0;0;0;0;0;1;0;0;0
echauffieren;0;0;0;0;0;0;0;0;1
Echauffiertheit;0;0;0;0;0;0;0;0;1
Echauffierung;0;0;0;0;0;0;0;0;1
ehrabschneidend;0;0;0;0;0;0;0;1;0
ehrenrührig;0;0;0;0;0;0;0;1;0
Ehrerbietung;0;0;0;1;0;0;0;0;0
ehrlos;0;0;0;0;0;0;0;1;0
ehrverletzend;0;0;0;0;0;0;0;1;0
eigensinnig;0;0;0;0;0;0;0;1;0
eigentümlich;0;0;0;0;0;0;0;1;0
eigenwillig;0;0;0;0;0;0;0;1;0
eilig;0;0;0;0;0;0;1;0;0
Einbrecher;0;0;0;0;1;0;0;0;0
Einbuße;0;0;0;0;0;1;0;0;0
eindeutig-zweideutig;0;0;0;0;0;0;0;1;0
Einerlei;0;0;0;0;0;1;0;0;0
einfach;0;0;0;0;0;0;0;1;0
einfältig;0;0;0;0;0;0;0;1;0
Einfaltspinsel;0;0;0;0;0;0;0;1;0
eingefallen;0;0;0;0;0;0;0;1;0
eingehen;0;0;0;0;0;1;0;0;0
eingeschnappt;0;0;0;0;0;0;0;1;0
eingeschränkt;0;0;0;0;0;0;0;1;0
einigermaßen;0;0;0;0;0;0;0;1;0
Einöde;0;0;0;0;0;1;0;0;0
einsam;0;0;0;0;0;1;0;0;0
Einsamkeit;0;0;0;0;0;1;0;0;0
Einsamkeiten;0;0;0;0;0;1;0;0;0
einschränken;0;0;0;0;0;0;0;1;0
Einschränkung;0;0;0;0;1;0;0;1;0
einschüchtern;0;0;0;0;1;0;0;0;0
Einschüchterung;0;0;0;0;1;0;0;0;0
eintönig;0;0;0;0;0;0;0;1;0
Eintönigkeit;0;0;0;0;0;1;0;0;0
einwandfrei;0;0;0;1;0;0;0;0;0
Eiter;0;0;1;0;0;0;0;0;0
Eiteransammlung;0;0;1;0;0;0;0;0;0
Eiterbeule;0;0;1;0;0;0;0;0;0
Eiterbläschen;0;0;1;0;0;0;0;0;0
Eiterflechte;0;0;1;0;0;0;0;0;0
Ekel;0;0;1;0;0;0;0;0;0
ekelerfüllt;0;0;1;0;0;0;0;0;0
ekelerregend;0;0;1;0;0;0;0;0;0
Ekelfleisch;0;0;1;0;0;0;0;0;0
Ekelgefühl;0;0;1;0;0;0;0;0;0
ekelhaft;0;0;1;0;0;0;0;0;0
ekelig;0;0;1;0;0;0;0;0;0
ekeln;0;0;1;0;0;0;0;0;0
Ekelpaket;0;0;1;0;0;0;0;1;0
eklig;0;0;1;0;0;0;0;0;0
Ekzem;0;0;1;0;0;0;0;0;0
Elan;0;0;0;1;0;0;0;0;0
Elend;0;0;0;0;0;1;0;0;0
elend;0;0;1;0;0;1;0;1;0
elendig;0;0;0;0;0;1;0;0;0
Elendsgestalt;0;0;0;0;0;1;0;0;0
empören;0;0;0;0;0;0;0;0;1
empört;0;0;0;0;0;0;0;0;1
Empörtheit;0;0;0;0;0;0;0;0;1
Empörung;0;0;0;0;0;0;0;0;1
Empörungsschrei;0;0;0;0;0;0;0;0;1
Empyem;0;0;1;0;0;0;0;0;0
Ende;0;0;0;0;0;1;0;0;0
Endzeitstimmung;0;0;0;0;0;1;0;0;0
Engel;0;0;0;1;0;0;0;0;0
engelhaft;0;0;0;1;0;0;0;0;0
engstirnig;0;0;0;0;0;0;0;1;0
Ennui;0;0;0;0;0;1;0;0;0
entehren;0;0;0;0;0;0;0;1;0
entehrend;0;0;0;0;0;0;0;1;0
Entertainment;0;0;0;1;0;0;0;0;0
entfesselt;0;0;0;1;0;0;0;0;0
Entfremdung;0;0;0;0;1;0;0;0;0
Entführung;0;0;0;0;1;0;1;0;0
Entgegengesetzt;0;0;0;0;0;0;0;0;1
entgeistert;0;0;0;0;0;0;1;0;0
Entgeisterung;0;0;0;0;0;0;1;0;0
Entgleisung;0;0;0;0;0;0;0;1;0
enthemmt;0;0;0;1;0;0;0;0;0
enthusiasmieren;0;0;0;1;0;0;1;0;0
enthusiasmiert;0;0;0;1;0;0;0;0;0
enthusiastisch;0;0;0;1;0;0;0;0;0
entmutigen;0;0;0;0;0;1;0;0;0
entmutigend;0;0;0;0;0;1;0;0;0
entmutigt;0;0;0;0;0;1;0;0;0
Entmutigung;0;0;0;0;0;1;0;0;0
entmystifizieren;0;0;0;0;0;0;0;1;0
entrisch;0;0;0;0;1;0;0;0;0
entrüsten;0;0;0;0;0;0;0;0;1
Entrüstung;0;0;0;0;0;0;0;0;1
Entsetzen;0;0;0;0;1;0;1;0;0
entsetzen;0;0;0;0;1;0;1;0;0
Entsetzensschrei;0;0;0;0;1;0;0;0;0
entsetzlich;0;0;0;0;1;0;1;0;0
enttäuschen;0;0;0;0;0;1;0;0;0
Enttäuschung;0;0;0;0;0;1;0;0;0
entwürdigen;0;0;0;0;0;0;0;1;0
entwürdigend;0;0;0;0;0;0;0;1;0
Entwürdigung;0;0;0;0;0;0;0;1;0
Entzücken;0;0;0;1;0;0;0;0;0
entzücken;0;0;0;1;0;0;1;0;0
Entzückung;0;0;0;1;0;0;0;0;0
Entzug;0;0;0;0;1;0;0;0;0
entzweit;0;0;0;0;0;0;0;0;1
Erbarmen;0;0;0;0;0;1;0;0;0
erbärmlich;0;0;0;0;0;1;0;1;0
erbärmliche;0;0;0;0;0;0;0;1;0
erbarmungswürdig;0;0;0;0;0;1;0;1;0
erbauen;0;0;0;1;0;0;0;0;0
erbeuten;0;0;0;0;0;0;1;0;0
erbittert;0;0;0;0;0;0;0;0;1
Erbitterung;0;0;0;0;0;1;0;0;1
erbosen;0;0;0;0;0;0;0;0;1
erbost;0;0;0;0;0;0;0;0;1
Erbostheit;0;0;0;0;0;0;0;0;1
erbrechen;0;0;1;0;0;0;0;0;0
Erbrochenes;0;0;1;0;0;0;0;0;0
ereifern;0;0;0;0;0;0;0;0;1
Erfolg;0;0;0;1;0;0;0;0;0
erfolgreich;0;0;0;1;0;0;0;0;0
Erfolgsgeschichte;0;0;0;1;0;0;0;0;0
erfreuen;0;0;0;1;0;0;0;0;0
erfreulich;0;0;0;1;0;0;0;0;0
erfreut;0;0;0;1;0;0;0;0;0
erfrischend;0;0;0;0;0;0;1;0;0
Erfüllen;0;0;0;1;0;0;0;0;0
Erfüllung;0;0;0;1;0;0;0;0;0
Ergänzung;0;0;0;1;0;0;1;0;0
ergattern;0;0;0;0;0;0;1;0;0
ergaunern;0;0;0;0;0;0;0;1;0
Ergötzen;0;0;0;1;0;0;0;0;0
ergötzen;0;0;0;1;0;0;0;0;0
Ergötzlichkeit;0;0;0;1;0;0;0;0;0
Ergötzung;0;0;0;1;0;0;0;0;0
ergreifen;0;0;0;0;0;0;1;0;0
ergrimmen;0;0;0;0;0;0;0;0;1
erhaben;0;0;0;1;0;0;0;0;0
erheitern;0;0;0;1;0;0;0;0;0
erheitert;0;0;0;1;0;0;0;0;0
Erheiterung;0;0;0;1;0;0;0;0;0
erhellen;0;0;0;1;0;0;0;0;0
erhitzen;0;0;0;0;0;0;0;0;1
Erkrankung;0;0;0;0;0;1;0;0;0
erleichtert;0;0;0;1;0;0;0;0;0
erleiden;0;0;0;0;0;1;0;0;0
erlitt;0;0;0;0;0;1;0;0;0
Ermordung;0;0;0;0;1;0;0;0;0
erniedrigen;0;0;0;0;0;0;0;1;0
erniedrigend;0;0;0;0;0;0;0;1;0
Erniedrigung;0;0;0;0;0;1;0;1;0
Ernüchterung;0;0;0;0;0;1;0;0;0
Eroberung;0;0;0;0;1;0;0;0;0
erotisch;0;0;0;1;0;0;0;0;0
erpressen;0;0;0;0;1;0;0;0;0
Erpressung;0;0;0;0;1;0;0;0;0
erquicklich;0;0;0;1;0;0;0;0;0
erregbar;0;0;0;0;0;0;0;0;1
Erregbarkeit;0;0;0;0;0;0;0;0;1
erregen;0;0;0;0;0;0;0;0;1
Erreger;0;0;1;0;0;0;0;0;0
Erregung;0;0;0;0;0;0;0;0;1
erreichen;0;0;0;1;0;0;0;0;0
erschaudern;0;0;0;0;1;0;0;0;0
erschauern;0;0;0;0;1;0;0;0;0
Erscheinung;0;0;0;0;0;0;1;0;0
erschlafft;0;0;0;0;0;0;0;1;0
Erschöpfung;0;0;0;0;0;1;0;0;0
Erschrecken;0;0;0;0;0;0;1;0;0
erschrecken;0;0;0;0;1;0;1;0;0
erschrecklich;0;0;0;0;0;0;1;0;0
Erschrockenheit;0;0;0;0;1;0;1;0;0
erschüttern;0;0;0;0;1;0;1;0;0
erschütternd;0;0;0;0;0;1;0;0;0
erschüttert;0;0;0;0;0;0;1;0;0
Erschütterung;0;0;0;0;1;0;1;0;0
ersehnen;0;0;0;0;0;1;0;0;0
erstarrt;0;0;0;0;0;0;1;0;0
Erstaunen;0;0;0;1;0;0;1;0;0
erstaunen;0;0;0;0;0;0;1;0;0
Erstaunensein;0;0;0;0;0;0;1;0;0
erstaunenswert;0;0;0;0;0;0;1;0;0
erstaunlich;0;0;0;1;0;0;1;0;0
erstaunlicherweise;0;0;0;0;0;0;1;0;0
erstaunt;0;0;0;0;0;0;1;0;0
Erstauntheit;0;0;0;0;0;0;1;0;0
Erste-Hilfe-Station;0;0;0;0;0;0;1;0;0
erstellen;0;0;0;1;0;0;0;0;0
ertappen;0;0;0;0;0;0;1;0;0
erwartungsfroh;0;0;0;1;0;0;0;0;0
erwischen;0;0;0;0;0;0;1;0;0
erzittern;0;0;0;0;1;0;0;0;0
erzürnen;0;0;0;0;0;0;0;0;1
erzürnt;0;0;0;0;0;0;0;0;1
Esel;0;0;0;0;0;0;0;1;0
Euphorie;0;0;0;1;0;0;0;0;0
euphorisch;0;0;0;1;0;0;0;0;0
Euthymie;0;0;0;1;0;0;0;0;0
Exhaustion;0;0;0;0;0;1;0;0;0
Exklusivbericht;0;0;0;0;0;0;1;0;0
Exklusivmeldung;0;0;0;0;0;0;1;0;0
Exkrement;0;0;1;0;0;0;0;0;0
explodieren;0;0;0;0;0;0;0;0;1
Explosion;0;0;0;0;1;0;1;0;1
exzellent;0;0;0;1;0;0;0;0;0
exzitabel;0;0;0;0;0;0;0;0;1
fabelhaft;0;0;0;1;0;0;1;0;0
fabulieren;0;0;0;0;0;0;0;1;0
fad;0;0;0;0;0;0;0;1;0
fade;0;0;0;0;0;1;0;1;0
fadenscheinig;0;0;0;0;0;0;0;1;0
Fährde;0;0;0;0;1;0;0;0;0
fahrlässig;0;0;0;0;0;0;0;1;0
Fahrlässigkeit;0;0;0;0;0;0;0;1;0
Fährnis;0;0;0;0;1;0;0;0;0
Fäkalien;0;0;1;0;0;0;0;0;0
FALSCH;0;0;0;0;0;0;0;1;0
fanatisch;0;0;0;1;0;0;0;0;0
Fang;0;0;0;0;0;0;1;0;0
fangen;0;0;0;0;0;0;1;0;0
fantastisch;0;0;0;1;0;0;0;0;0
farbenfroh;0;0;0;1;0;0;0;0;0
farbenprächtig;0;0;0;1;0;0;0;0;0
farblos;0;0;0;0;0;1;0;1;0
faseln;0;0;0;0;0;0;0;1;0
fassen;0;0;0;0;0;0;1;0;0
fassungslos;0;0;0;0;0;0;1;0;1
Fassungslosigkeit;0;0;0;0;0;0;1;0;0
Faszination;0;0;0;1;0;0;1;0;0
faszinierend;0;0;0;0;0;0;1;0;0
fatal;0;0;0;0;0;0;0;0;1
fatalerweise;0;0;0;0;0;1;0;0;0
fauchen;0;0;0;0;0;0;0;0;1
faul;0;0;0;0;0;0;0;1;0
Fäule;0;0;1;0;0;0;0;0;0
faulen;0;0;1;0;0;0;0;1;0
faulenzen;0;0;0;0;0;0;0;1;0
Faulenzer;0;0;0;0;0;0;0;1;0
Faulheit;0;0;0;0;0;0;0;1;0
faulig;0;0;0;0;0;0;0;1;0
Fäulnis;0;0;1;0;0;0;0;0;0
Faulpelz;0;0;0;0;0;0;0;1;0
Faust;0;0;0;0;0;0;0;0;1
Fauxpas;0;0;0;0;0;0;0;1;0
Faxen;0;0;0;0;0;0;0;1;0
Faxenmacher;0;0;0;0;0;0;0;1;0
fehlerhaft;0;0;0;0;0;0;0;1;0
fehlgehen;0;0;0;0;0;1;0;0;0
Fehlschlag;0;0;0;0;0;1;0;0;0
fehlschlagen;0;0;0;0;0;1;0;0;0
Fehlversuch;0;0;0;0;0;1;0;0;0
Feier;0;0;0;1;0;0;1;0;0
feierlich;0;0;0;1;0;0;0;0;0
Feierlichkeit;0;0;0;1;0;0;0;0;0
Feiern;0;0;0;1;0;0;0;0;0
feiern;0;0;0;1;0;0;0;0;0
feig;0;0;0;0;1;0;0;1;0
feige;0;0;0;0;1;0;0;1;0
feigeln;0;0;0;0;0;0;0;1;0
Feigheit;0;0;0;0;1;0;0;0;0
Feigherzigkeit;0;0;0;0;1;0;0;0;0
Feigling;0;0;0;0;1;1;0;1;0
Feind;0;0;0;0;0;0;0;0;1
feindlich;0;0;0;0;0;0;0;0;1
Feindschaft;0;0;0;0;0;0;0;0;1
feindselig;0;0;0;0;0;0;0;0;1
Feindseligkeit;0;0;0;0;0;0;0;0;1
Feindseligkeiten;0;0;0;0;0;0;0;0;1
feixen;0;0;0;1;0;0;0;0;0
Feldzug;0;0;0;0;0;0;0;0;1
Ferkel;0;0;1;0;0;0;0;1;0
Ferkelei;0;0;1;0;0;0;0;0;0
fesch;0;0;0;1;0;0;0;0;0
fesseln;0;0;0;1;0;0;0;0;0
Fest;0;0;0;1;0;0;0;0;0
Festakt;0;0;0;1;0;0;0;0;0
Festanstellung;0;0;0;1;0;0;0;0;0
Festbankett;0;0;0;1;0;0;0;0;0
Festbeleuchtung;0;0;0;1;0;0;0;0;0
Feste;0;0;0;1;0;0;0;0;0
Festessen;0;0;0;1;0;0;0;0;0
Festigung;0;0;0;1;0;0;0;0;0
Festival;0;0;0;1;0;0;0;0;0
Festivität;0;0;0;1;0;0;0;0;0
festlich;0;0;0;1;0;0;0;0;0
Festmahl;0;0;0;1;0;0;0;0;0
Festmahlzeit;0;0;0;1;0;0;0;0;0
Festtag;0;0;0;1;0;0;0;0;0
Festumzug;0;0;0;1;0;0;0;0;0
Fete;0;0;0;1;0;0;0;0;0
fett;0;0;1;0;0;0;0;1;0
Fettbauch;0;0;0;0;0;0;0;1;0
fetten;0;0;0;0;0;0;0;1;0
fettig;0;0;0;0;0;0;0;1;0
Fettkloß;0;0;0;0;0;0;0;1;0
